arrival_time,departure_time,drop_off_type,pickup_type,shape_dist_traveled,stop_headsign,stop_id,stop_sequence,timepoint,trip_id
09:10:00,09:10:00,0,0,,,2299,1,1,225CF-1-2642,
06:55:00,06:55:00,0,0,,,2299,1,1,225CF-1-2641,
14:50:00,14:50:00,0,0,,,2299,1,1,225CF-1-2644,
11:50:00,11:50:00,0,0,,,2299,1,1,225CF-1-2643,
06:40:00,06:40:00,0,0,,,2299,1,1,225D-1-2646,
19:00:00,19:00:00,0,0,,,2299,1,1,225CF-1-2645,
08:30:00,08:30:00,0,0,,,2299,1,1,225D-1-2648,
07:10:00,07:10:00,0,0,,,2299,1,1,225D-1-2647,
10:20:00,10:20:00,0,0,,,2299,1,1,225D-1-2650,
09:05:00,09:05:00,0,0,,,2299,1,1,225D-1-2649,
15:15:00,15:15:00,0,0,,,2299,1,1,225D-1-2652,
11:30:00,11:30:00,0,0,,,2299,1,1,225D-1-2651,
17:30:00,17:30:00,0,0,,,2299,1,1,225D-1-2654,
15:35:00,15:35:00,0,0,,,2299,1,1,225D-1-2653,
19:20:00,19:20:00,0,0,,,2299,1,1,225D-1-2656,
18:00:00,18:00:00,0,0,,,2299,1,1,225D-1-2655,
11:15:00,11:15:00,0,0,,,2299,1,1,225C-1-2625,
12:05:00,12:05:00,0,0,,,2299,1,1,225C-1-2626,
13:00:00,13:00:00,0,0,,,2299,1,1,225C-1-2627,
14:25:00,14:25:00,0,0,,,2299,1,1,225C-1-2628,
14:35:00,14:35:00,0,0,,,2299,1,1,225C-1-2629,
14:40:00,14:40:00,0,0,,,2299,1,1,225C-1-2630,
14:50:00,14:50:00,0,0,,,2299,1,1,225C-1-2631,
16:05:00,16:05:00,0,0,,,2299,1,1,225C-1-2632,
16:20:00,16:20:00,0,0,,,2299,1,1,225C-1-2633,
16:25:00,16:25:00,0,0,,,2299,1,1,225C-1-2634,
18:00:00,18:00:00,0,0,,,2299,1,1,225C-1-2635,
18:40:00,18:40:00,0,0,,,2299,1,1,225C-1-2636,
18:45:00,18:45:00,0,0,,,2299,1,1,225C-1-2637,
20:00:00,20:00:00,0,0,,,2299,1,1,225C-1-2638,
20:20:00,20:20:00,0,0,,,2299,1,1,225C-1-2639,
21:05:00,21:05:00,0,0,,,2299,1,1,225C-1-2640,
07:40:00,07:40:00,0,0,,,2489,1,1,235A-1-2990,
06:45:00,06:45:00,0,0,,,2489,1,1,235A-1-2989,
09:20:00,09:20:00,0,0,,,2489,1,1,235A-1-2992,
08:25:00,08:25:00,0,0,,,2489,1,1,235A-1-2991,
11:10:00,11:10:00,0,0,,,4181,1,1,234D-1-2986,
08:30:00,08:30:00,0,0,,,4181,1,1,234D-1-2985,
20:45:00,20:45:00,0,0,,,4181,1,1,234D-1-2988,
18:55:00,18:55:00,0,0,,,4181,1,1,234D-1-2987,
21:05:00,21:05:00,0,0,,,2766,1,1,234C-1-2982,
19:15:00,19:15:00,0,0,,,2766,1,1,234C-1-2981,
06:55:00,06:55:00,0,0,,,4181,1,1,234D-1-2984,
05:30:00,05:30:00,0,0,,,4181,1,1,234D-1-2983,
09:45:00,09:45:00,0,0,,,2766,1,1,234C-1-2978,
07:30:00,07:30:00,0,0,,,2766,1,1,234C-1-2977,
17:00:00,17:00:00,0,0,,,2766,1,1,234C-1-2980,
11:35:00,11:35:00,0,0,,,2766,1,1,234C-1-2979,
07:00:00,07:00:00,0,0,,,2299,1,1,235D-1-3005,
09:10:00,09:10:00,0,0,,,2299,1,1,235D-1-3006,
14:30:00,14:30:00,0,0,,,2299,1,1,235D-1-3007,
17:15:00,17:15:00,0,0,,,2299,1,1,235D-1-3008,
17:40:00,17:40:00,0,0,,,2489,1,1,235A-1-3001,
19:25:00,19:25:00,0,0,,,2489,1,1,235A-1-3002,
19:50:00,19:50:00,0,0,,,2489,1,1,235A-1-3003,
21:30:00,21:30:00,0,0,,,2489,1,1,235A-1-3004,
14:20:00,14:20:00,0,0,,,2489,1,1,235A-1-2997,
15:40:00,15:40:00,0,0,,,2489,1,1,235A-1-2998,
16:00:00,16:00:00,0,0,,,2489,1,1,235A-1-2999,
17:20:00,17:20:00,0,0,,,2489,1,1,235A-1-3000,
10:05:00,10:05:00,0,0,,,2489,1,1,235A-1-2993,
11:55:00,11:55:00,0,0,,,2489,1,1,235A-1-2994,
12:10:00,12:10:00,0,0,,,2489,1,1,235A-1-2995,
14:00:00,14:00:00,0,0,,,2489,1,1,235A-1-2996,
12:35:00,12:35:00,0,0,,,2489,1,1,234A-1-2960,
12:25:00,12:25:00,0,0,,,2489,1,1,234A-1-2959,
11:35:00,11:35:00,0,0,,,2489,1,1,234A-1-2958,
10:20:00,10:20:00,0,0,,,2489,1,1,234A-1-2957,
09:35:00,09:35:00,0,0,,,2489,1,1,234A-1-2956,
09:10:00,09:10:00,0,0,,,2489,1,1,234A-1-2955,
08:30:00,08:30:00,0,0,,,2489,1,1,234A-1-2954,
08:00:00,08:00:00,0,0,,,2489,1,1,234A-1-2953,
07:35:00,07:35:00,0,0,,,2489,1,1,234A-1-2952,
07:30:00,07:30:00,0,0,,,2489,1,1,234A-1-2951,
05:50:00,05:50:00,0,0,,,2489,1,1,234A-1-2950,
05:45:00,05:45:00,0,0,,,2489,1,1,234A-1-2949,
20:15:00,20:15:00,0,0,,,2766,1,1,234-1-2948,
19:50:00,19:50:00,0,0,,,2766,1,1,234-1-2947,
18:25:00,18:25:00,0,0,,,2766,1,1,234-1-2946,
17:35:00,17:35:00,0,0,,,2766,1,1,234-1-2945,
21:55:00,21:55:00,0,0,,,2489,1,1,234A-1-2975,
05:45:00,05:45:00,0,0,,,2766,1,1,234C-1-2976,
19:25:00,19:25:00,0,0,,,2489,1,1,234A-1-2973,
19:30:00,19:30:00,0,0,,,2489,1,1,234A-1-2974,
17:35:00,17:35:00,0,0,,,2489,1,1,234A-1-2971,
17:50:00,17:50:00,0,0,,,2489,1,1,234A-1-2972,
17:10:00,17:10:00,0,0,,,2489,1,1,234A-1-2969,
17:30:00,17:30:00,0,0,,,2489,1,1,234A-1-2970,
16:40:00,16:40:00,0,0,,,2489,1,1,234A-1-2967,
17:05:00,17:05:00,0,0,,,2489,1,1,234A-1-2968,
15:20:00,15:20:00,0,0,,,2489,1,1,234A-1-2965,
15:50:00,15:50:00,0,0,,,2489,1,1,234A-1-2966,
14:25:00,14:25:00,0,0,,,2489,1,1,234A-1-2963,
14:50:00,14:50:00,0,0,,,2489,1,1,234A-1-2964,
13:00:00,13:00:00,0,0,,,2489,1,1,234A-1-2961,
14:10:00,14:10:00,0,0,,,2489,1,1,234A-1-2962,
12:45:00,12:45:00,0,0,,,321,1,1,237D-1-3050,
10:10:00,10:10:00,0,0,,,321,1,1,237D-1-3049,
17:30:00,17:30:00,0,0,,,321,1,1,237D-1-3052,
14:55:00,14:55:00,0,0,,,321,1,1,237D-1-3051,
09:20:00,09:20:00,0,0,,,321,1,1,237J-1-3054,
06:50:00,06:50:00,0,0,,,321,1,1,237J-1-3053,
14:55:00,14:55:00,0,0,,,321,1,1,237J-1-3056,
12:00:00,12:00:00,0,0,,,321,1,1,237J-1-3055,
12:40:00,12:40:00,0,0,,,3290,1,1,237A-1-3042,
11:20:00,11:20:00,0,0,,,3290,1,1,237A-1-3041,
15:45:00,15:45:00,0,0,,,3290,1,1,237A-1-3044,
14:25:00,14:25:00,0,0,,,3290,1,1,237A-1-3043,
18:55:00,18:55:00,0,0,,,3290,1,1,237A-1-3046,
17:35:00,17:35:00,0,0,,,3290,1,1,237A-1-3045,
08:00:00,08:00:00,0,0,,,321,1,1,237D-1-3048,
20:15:00,20:15:00,0,0,,,3290,1,1,237A-1-3047,
09:50:00,09:50:00,0,0,,,2299,1,1,238A-1-3065,
10:05:00,10:05:00,0,0,,,2299,1,1,238A-1-3066,
10:10:00,10:10:00,0,0,,,2299,1,1,238A-1-3067,
11:30:00,11:30:00,0,0,,,2299,1,1,238A-1-3068,
11:40:00,11:40:00,0,0,,,2299,1,1,238A-1-3069,
12:00:00,12:00:00,0,0,,,2299,1,1,238A-1-3070,
13:00:00,13:00:00,0,0,,,2299,1,1,238A-1-3071,
13:40:00,13:40:00,0,0,,,2299,1,1,238A-1-3072,
17:45:00,17:45:00,0,0,,,321,1,1,237J-1-3057,
20:15:00,20:15:00,0,0,,,321,1,1,237J-1-3058,
07:00:00,07:00:00,0,0,,,2299,1,1,238A-1-3059,
07:05:00,07:05:00,0,0,,,2299,1,1,238A-1-3060,
07:15:00,07:15:00,0,0,,,2299,1,1,238A-1-3061,
08:20:00,08:20:00,0,0,,,2299,1,1,238A-1-3062,
08:25:00,08:25:00,0,0,,,2299,1,1,238A-1-3063,
08:40:00,08:40:00,0,0,,,2299,1,1,238A-1-3064,
11:50:00,11:50:00,0,0,,,1113,1,1,235K-1-3020,
09:25:00,09:25:00,0,0,,,1113,1,1,235K-1-3019,
09:10:00,09:10:00,0,0,,,1113,1,1,235K-1-3018,
07:25:00,07:25:00,0,0,,,1113,1,1,235K-1-3017,
18:55:00,18:55:00,0,0,,,1113,1,1,235K-1-3024,
16:55:00,16:55:00,0,0,,,1113,1,1,235K-1-3023,
14:55:00,14:55:00,0,0,,,1113,1,1,235K-1-3022,
14:45:00,14:45:00,0,0,,,1113,1,1,235K-1-3021,
09:05:00,09:05:00,0,0,,,3863,1,1,235F-1-3012,
07:20:00,07:20:00,0,0,,,3863,1,1,235F-1-3011,
22:10:00,22:10:00,0,0,,,2299,1,1,235D-1-3010,
19:35:00,19:35:00,0,0,,,2299,1,1,235D-1-3009,
19:20:00,19:20:00,0,0,,,3863,1,1,235F-1-3016,
17:25:00,17:25:00,0,0,,,3863,1,1,235F-1-3015,
15:20:00,15:20:00,0,0,,,3863,1,1,235F-1-3014,
11:15:00,11:15:00,0,0,,,3863,1,1,235F-1-3013,
16:40:00,16:40:00,0,0,,,2299,1,1,235Q-1-3035,
18:45:00,18:45:00,0,0,,,2299,1,1,235Q-1-3036,
09:00:00,09:00:00,0,0,,,2299,1,1,235Q-1-3033,
11:10:00,11:10:00,0,0,,,2299,1,1,235Q-1-3034,
08:15:00,08:15:00,0,0,,,3290,1,1,237A-1-3039,
09:35:00,09:35:00,0,0,,,3290,1,1,237A-1-3040,
21:20:00,21:20:00,0,0,,,2299,1,1,235Q-1-3037,
06:55:00,06:55:00,0,0,,,3290,1,1,237A-1-3038,
05:40:00,05:40:00,0,0,,,858,1,1,235P-1-3027,
08:15:00,08:15:00,0,0,,,858,1,1,235P-1-3028,
19:35:00,19:35:00,0,0,,,1113,1,1,235K-1-3025,
19:55:00,19:55:00,0,0,,,1113,1,1,235K-1-3026,
18:05:00,18:05:00,0,0,,,858,1,1,235P-1-3031,
06:35:00,06:35:00,0,0,,,2299,1,1,235Q-1-3032,
10:25:00,10:25:00,0,0,,,858,1,1,235P-1-3029,
15:30:00,15:30:00,0,0,,,858,1,1,235P-1-3030,
12:35:00,12:35:00,0,0,,,4114,1,1,228B-1-2853,
15:15:00,15:15:00,0,0,,,4114,1,1,228B-1-2854,
16:00:00,16:00:00,0,0,,,4114,1,1,228B-1-2855,
19:25:00,19:25:00,0,0,,,4114,1,1,228B-1-2856,
05:15:00,05:15:00,0,0,,,4114,1,1,228B-1-2849,
07:45:00,07:45:00,0,0,,,4114,1,1,228B-1-2850,
09:30:00,09:30:00,0,0,,,4114,1,1,228B-1-2851,
10:55:00,10:55:00,0,0,,,4114,1,1,228B-1-2852,
15:25:00,15:25:00,0,0,,,2489,1,1,228F-1-2861,
18:30:00,18:30:00,0,0,,,2489,1,1,228F-1-2862,
21:35:00,21:35:00,0,0,,,2489,1,1,228F-1-2863,
06:15:00,06:15:00,0,0,,,2299,1,1,228H-1-2864,
05:35:00,05:35:00,0,0,,,4098,1,1,228E-1-2857,
19:50:00,19:50:00,0,0,,,4098,1,1,228E-1-2858,
07:20:00,07:20:00,0,0,,,2489,1,1,228F-1-2859,
10:25:00,10:25:00,0,0,,,2489,1,1,228F-1-2860,
17:40:00,17:40:00,0,0,,,2489,1,1,229-1-2870,
14:55:00,14:55:00,0,0,,,2489,1,1,229-1-2869,
06:20:00,06:20:00,0,0,,,2489,1,1,229A-1-2872,
21:25:00,21:25:00,0,0,,,2489,1,1,229-1-2871,
20:15:00,20:15:00,0,0,,,2299,1,1,228H-1-2866,
16:40:00,16:40:00,0,0,,,2299,1,1,228H-1-2865,
10:10:00,10:10:00,0,0,,,2489,1,1,229-1-2868,
07:50:00,07:50:00,0,0,,,2489,1,1,229-1-2867,
15:40:00,15:40:00,0,0,,,2489,1,1,229D-1-2878,
12:35:00,12:35:00,0,0,,,2489,1,1,229D-1-2877,
06:50:00,06:50:00,0,0,,,2489,1,1,230-1-2880,
19:40:00,19:40:00,0,0,,,2489,1,1,229D-1-2879,
17:00:00,17:00:00,0,0,,,2489,1,1,229A-1-2874,
09:00:00,09:00:00,0,0,,,2489,1,1,229A-1-2873,
06:20:00,06:20:00,0,0,,,2489,1,1,229D-1-2876,
20:15:00,20:15:00,0,0,,,2489,1,1,229A-1-2875,
09:30:00,09:30:00,0,0,,,2489,1,1,227T-1-2823,
15:30:00,15:30:00,0,0,,,2489,1,1,227T-1-2824,
14:25:00,14:25:00,0,0,,,1354,1,1,227S-1-2821,
06:50:00,06:50:00,0,0,,,2489,1,1,227T-1-2822,
20:30:00,20:30:00,0,0,,,2489,1,1,227R-1-2819,
11:35:00,11:35:00,0,0,,,1354,1,1,227S-1-2820,
13:40:00,13:40:00,0,0,,,2489,1,1,227R-1-2817,
17:00:00,17:00:00,0,0,,,2489,1,1,227R-1-2818,
20:00:00,20:00:00,0,0,,,2489,1,1,227U-1-2831,
14:20:00,14:20:00,0,0,,,2489,1,1,227V-1-2832,
16:00:00,16:00:00,0,0,,,2489,1,1,227U-1-2829,
17:55:00,17:55:00,0,0,,,2489,1,1,227U-1-2830,
06:10:00,06:10:00,0,0,,,2489,1,1,227U-1-2827,
07:15:00,07:15:00,0,0,,,2489,1,1,227U-1-2828,
18:35:00,18:35:00,0,0,,,2489,1,1,227T-1-2825,
21:40:00,21:40:00,0,0,,,2489,1,1,227T-1-2826,
08:55:00,08:55:00,0,0,,,4091,1,1,227X-1-2840,
10:30:00,10:30:00,0,0,,,2489,1,1,227W-1-2839,
16:30:00,16:30:00,0,0,,,970,1,1,227VC-1-2838,
07:15:00,07:15:00,0,0,,,970,1,1,227VC-1-2837,
17:45:00,17:45:00,0,0,,,4248,1,1,227VA-1-2836,
10:30:00,10:30:00,0,0,,,4248,1,1,227VA-1-2835,
06:10:00,06:10:00,0,0,,,4248,1,1,227VA-1-2834,
21:40:00,21:40:00,0,0,,,2489,1,1,227V-1-2833,
19:30:00,19:30:00,0,0,,,2489,1,1,227ZA-1-2848,
14:30:00,14:30:00,0,0,,,2489,1,1,227ZA-1-2847,
07:45:00,07:45:00,0,0,,,2489,1,1,227ZA-1-2846,
20:00:00,20:00:00,0,0,,,2489,1,1,227Z-1-2845,
15:30:00,15:30:00,0,0,,,2489,1,1,227Z-1-2844,
07:40:00,07:40:00,0,0,,,2489,1,1,227Z-1-2843,
17:10:00,17:10:00,0,0,,,4091,1,1,227X-1-2842,
12:55:00,12:55:00,0,0,,,4091,1,1,227X-1-2841,
16:05:00,16:05:00,0,0,,,2489,1,1,231F-1-2913,
20:00:00,20:00:00,0,0,,,2489,1,1,231F-1-2914,
06:00:00,06:00:00,0,0,,,2286,1,1,231G-1-2915,
08:50:00,08:50:00,0,0,,,2286,1,1,231G-1-2916,
15:25:00,15:25:00,0,0,,,2286,1,1,231G-1-2917,
18:40:00,18:40:00,0,0,,,2286,1,1,231G-1-2918,
05:10:00,05:10:00,0,0,,,1038,1,1,231H-1-2919,
07:45:00,07:45:00,0,0,,,1038,1,1,231H-1-2920,
10:50:00,10:50:00,0,0,,,1038,1,1,231H-1-2921,
17:05:00,17:05:00,0,0,,,1038,1,1,231H-1-2922,
19:45:00,19:45:00,0,0,,,1038,1,1,231H-1-2923,
07:05:00,07:05:00,0,0,,,2489,1,1,231J-1-2924,
09:00:00,09:00:00,0,0,,,2489,1,1,231J-1-2925,
13:05:00,13:05:00,0,0,,,2489,1,1,231J-1-2926,
17:15:00,17:15:00,0,0,,,2489,1,1,231J-1-2927,
21:00:00,21:00:00,0,0,,,2489,1,1,231J-1-2928,
15:20:00,15:20:00,0,0,,,2489,1,1,231K-1-2930,
11:35:00,11:35:00,0,0,,,2489,1,1,231K-1-2929,
17:15:00,17:15:00,0,0,,,2299,1,1,231L-1-2932,
08:35:00,08:35:00,0,0,,,2299,1,1,231L-1-2931,
09:40:00,09:40:00,0,0,,,2489,1,1,231P-1-2934,
20:50:00,20:50:00,0,0,,,2299,1,1,231L-1-2933,
05:20:00,05:20:00,0,0,,,2766,1,1,234-1-2936,
13:55:00,13:55:00,0,0,,,2489,1,1,231P-1-2935,
07:50:00,07:50:00,0,0,,,2766,1,1,234-1-2938,
07:00:00,07:00:00,0,0,,,2766,1,1,234-1-2937,
09:40:00,09:40:00,0,0,,,2766,1,1,234-1-2940,
08:50:00,08:50:00,0,0,,,2766,1,1,234-1-2939,
11:55:00,11:55:00,0,0,,,2766,1,1,234-1-2942,
11:05:00,11:05:00,0,0,,,2766,1,1,234-1-2941,
16:30:00,16:30:00,0,0,,,2766,1,1,234-1-2944,
15:45:00,15:45:00,0,0,,,2766,1,1,234-1-2943,
16:40:00,16:40:00,0,0,,,2489,1,1,230-1-2883,
19:05:00,19:05:00,0,0,,,2489,1,1,230-1-2884,
09:00:00,09:00:00,0,0,,,2489,1,1,230-1-2881,
14:30:00,14:30:00,0,0,,,2489,1,1,230-1-2882,
08:30:00,08:30:00,0,0,,,2489,1,1,230A-1-2887,
14:30:00,14:30:00,0,0,,,2489,1,1,230A-1-2888,
21:40:00,21:40:00,0,0,,,2489,1,1,230-1-2885,
06:30:00,06:30:00,0,0,,,2489,1,1,230A-1-2886,
21:20:00,21:20:00,0,0,,,2489,1,1,230A-1-2891,
06:45:00,06:45:00,0,0,,,2489,1,1,231-1-2892,
16:30:00,16:30:00,0,0,,,2489,1,1,230A-1-2889,
18:55:00,18:55:00,0,0,,,2489,1,1,230A-1-2890,
07:15:00,07:15:00,0,0,,,2489,1,1,231B-1-2895,
14:45:00,14:45:00,0,0,,,2489,1,1,231B-1-2896,
09:55:00,09:55:00,0,0,,,2489,1,1,231-1-2893,
17:35:00,17:35:00,0,0,,,2489,1,1,231-1-2894,
08:20:00,08:20:00,0,0,,,2988,1,1,231C-1-2900,
04:45:00,04:45:00,0,0,,,2988,1,1,231C-1-2899,
21:00:00,21:00:00,0,0,,,2489,1,1,231B-1-2898,
17:50:00,17:50:00,0,0,,,2489,1,1,231B-1-2897,
09:55:00,09:55:00,0,0,,,2489,1,1,231D-1-2904,
07:05:00,07:05:00,0,0,,,2489,1,1,231D-1-2903,
18:30:00,18:30:00,0,0,,,2988,1,1,231C-1-2902,
14:55:00,14:55:00,0,0,,,2988,1,1,231C-1-2901,
15:00:00,15:00:00,0,0,,,2489,1,1,231E-1-2908,
08:25:00,08:25:00,0,0,,,2489,1,1,231E-1-2907,
21:15:00,21:15:00,0,0,,,2489,1,1,231D-1-2906,
17:30:00,17:30:00,0,0,,,2489,1,1,231D-1-2905,
12:50:00,12:50:00,0,0,,,2489,1,1,231F-1-2912,
06:20:00,06:20:00,0,0,,,2489,1,1,231F-1-2911,
21:35:00,21:35:00,0,0,,,2489,1,1,231E-1-2910,
18:25:00,18:25:00,0,0,,,2489,1,1,231E-1-2909,
18:45:00,18:45:00,0,0,,,2489,1,1,241K-1-3285,
21:15:00,21:15:00,0,0,,,2489,1,1,241K-1-3286,
08:15:00,08:15:00,0,0,,,3745,1,1,241L-1-3287,
10:45:00,10:45:00,0,0,,,3745,1,1,241L-1-3288,
20:05:00,20:05:00,0,0,,,2489,1,1,241G-1-3281,
06:45:00,06:45:00,0,0,,,2489,1,1,241K-1-3282,
09:40:00,09:40:00,0,0,,,2489,1,1,241K-1-3283,
15:50:00,15:50:00,0,0,,,2489,1,1,241K-1-3284,
08:30:00,08:30:00,0,0,,,2489,1,1,241N-1-3293,
10:55:00,10:55:00,0,0,,,2489,1,1,241N-1-3294,
14:55:00,14:55:00,0,0,,,2489,1,1,241N-1-3295,
17:10:00,17:10:00,0,0,,,2489,1,1,241N-1-3296,
18:00:00,18:00:00,0,0,,,3745,1,1,241L-1-3289,
06:55:00,06:55:00,0,0,,,2489,1,1,241M-1-3290,
19:15:00,19:15:00,0,0,,,2489,1,1,241M-1-3291,
06:35:00,06:35:00,0,0,,,2489,1,1,241N-1-3292,
15:35:00,15:35:00,0,0,,,2299,1,1,241D-1-3270,
15:30:00,15:30:00,0,0,,,2299,1,1,241D-1-3269,
17:35:00,17:35:00,0,0,,,2299,1,1,241D-1-3272,
17:05:00,17:05:00,0,0,,,2299,1,1,241D-1-3271,
07:25:00,07:25:00,0,0,,,2299,1,1,241D-1-3266,
07:05:00,07:05:00,0,0,,,2299,1,1,241D-1-3265,
12:25:00,12:25:00,0,0,,,2299,1,1,241D-1-3268,
09:10:00,09:10:00,0,0,,,2299,1,1,241D-1-3267,
11:10:00,11:10:00,0,0,,,2489,1,1,241G-1-3278,
08:25:00,08:25:00,0,0,,,2489,1,1,241G-1-3277,
17:10:00,17:10:00,0,0,,,2489,1,1,241G-1-3280,
14:30:00,14:30:00,0,0,,,2489,1,1,241G-1-3279,
19:15:00,19:15:00,0,0,,,2299,1,1,241D-1-3274,
18:05:00,18:05:00,0,0,,,2299,1,1,241D-1-3273,
20:55:00,20:55:00,0,0,,,2299,1,1,241D-1-3276,
20:15:00,20:15:00,0,0,,,2299,1,1,241D-1-3275,
17:05:00,17:05:00,0,0,,,2489,1,1,242-1-3319,
19:40:00,19:40:00,0,0,,,2489,1,1,242-1-3320,
15:45:00,15:45:00,0,0,,,2489,1,1,242-1-3317,
16:45:00,16:45:00,0,0,,,2489,1,1,242-1-3318,
14:20:00,14:20:00,0,0,,,2489,1,1,242-1-3315,
14:25:00,14:25:00,0,0,,,2489,1,1,242-1-3316,
10:00:00,10:00:00,0,0,,,2489,1,1,242-1-3313,
11:35:00,11:35:00,0,0,,,2489,1,1,242-1-3314,
08:05:00,08:05:00,0,0,,,2489,1,1,242C-1-3327,
09:00:00,09:00:00,0,0,,,2489,1,1,242C-1-3328,
06:20:00,06:20:00,0,0,,,2489,1,1,242C-1-3325,
07:15:00,07:15:00,0,0,,,2489,1,1,242C-1-3326,
16:35:00,16:35:00,0,0,,,309,1,1,242AA-1-3323,
05:35:00,05:35:00,0,0,,,2489,1,1,242C-1-3324,
21:50:00,21:50:00,0,0,,,2489,1,1,242-1-3321,
09:00:00,09:00:00,0,0,,,309,1,1,242AA-1-3322,
11:55:00,11:55:00,0,0,,,3745,1,1,241S-1-3304,
09:35:00,09:35:00,0,0,,,3745,1,1,241S-1-3303,
09:00:00,09:00:00,0,0,,,3745,1,1,241S-1-3302,
08:30:00,08:30:00,0,0,,,3745,1,1,241S-1-3301,
07:40:00,07:40:00,0,0,,,3745,1,1,241S-1-3300,
06:00:00,06:00:00,0,0,,,3745,1,1,241S-1-3299,
21:15:00,21:15:00,0,0,,,2489,1,1,241N-1-3298,
19:00:00,19:00:00,0,0,,,2489,1,1,241N-1-3297,
09:20:00,09:20:00,0,0,,,2489,1,1,242-1-3312,
08:45:00,08:45:00,0,0,,,2489,1,1,242-1-3311,
06:55:00,06:55:00,0,0,,,2489,1,1,242-1-3310,
20:05:00,20:05:00,0,0,,,3745,1,1,241S-1-3309,
17:00:00,17:00:00,0,0,,,3745,1,1,241S-1-3308,
16:25:00,16:25:00,0,0,,,3745,1,1,241S-1-3307,
15:30:00,15:30:00,0,0,,,3745,1,1,241S-1-3306,
13:00:00,13:00:00,0,0,,,3745,1,1,241S-1-3305,
11:45:00,11:45:00,0,0,,,2489,1,1,241-1-3217,
12:20:00,12:20:00,0,0,,,2489,1,1,241-1-3218,
14:05:00,14:05:00,0,0,,,2489,1,1,241-1-3219,
16:15:00,16:15:00,0,0,,,2489,1,1,241-1-3220,
17:05:00,17:05:00,0,0,,,2489,1,1,241-1-3221,
18:50:00,18:50:00,0,0,,,2489,1,1,241-1-3222,
19:40:00,19:40:00,0,0,,,2489,1,1,241-1-3223,
22:00:00,22:00:00,0,0,,,2489,1,1,241-1-3224,
05:45:00,05:45:00,0,0,,,2309,1,1,241B-1-3225,
08:00:00,08:00:00,0,0,,,2309,1,1,241B-1-3226,
08:30:00,08:30:00,0,0,,,2309,1,1,241B-1-3227,
10:35:00,10:35:00,0,0,,,2309,1,1,241B-1-3228,
10:40:00,10:40:00,0,0,,,2309,1,1,241B-1-3229,
12:45:00,12:45:00,0,0,,,2309,1,1,241B-1-3230,
15:00:00,15:00:00,0,0,,,2309,1,1,241B-1-3231,
15:55:00,15:55:00,0,0,,,2309,1,1,241B-1-3232,
06:40:00,06:40:00,0,0,,,1897,1,1,240P-1-3202,
20:05:00,20:05:00,0,0,,,2489,1,1,240M-1-3201,
16:15:00,16:15:00,0,0,,,1897,1,1,240P-1-3204,
10:35:00,10:35:00,0,0,,,1897,1,1,240P-1-3203,
06:45:00,06:45:00,0,0,,,2299,1,1,240R-1-3206,
20:15:00,20:15:00,0,0,,,1897,1,1,240P-1-3205,
10:45:00,10:45:00,0,0,,,2299,1,1,240R-1-3208,
08:45:00,08:45:00,0,0,,,2299,1,1,240R-1-3207,
16:50:00,16:50:00,0,0,,,2299,1,1,240R-1-3210,
15:00:00,15:00:00,0,0,,,2299,1,1,240R-1-3209,
21:10:00,21:10:00,0,0,,,2299,1,1,240R-1-3212,
19:05:00,19:05:00,0,0,,,2299,1,1,240R-1-3211,
08:00:00,08:00:00,0,0,,,2489,1,1,241-1-3214,
07:00:00,07:00:00,0,0,,,2489,1,1,241-1-3213,
10:10:00,10:10:00,0,0,,,2489,1,1,241-1-3216,
09:10:00,09:10:00,0,0,,,2489,1,1,241-1-3215,
07:05:00,07:05:00,0,0,,,2489,1,1,241CJ-1-3251,
09:15:00,09:15:00,0,0,,,2489,1,1,241CJ-1-3252,
19:20:00,19:20:00,0,0,,,2299,1,1,241CB-1-3249,
21:10:00,21:10:00,0,0,,,2299,1,1,241CB-1-3250,
19:25:00,19:25:00,0,0,,,2489,1,1,241CJ-1-3255,
22:00:00,22:00:00,0,0,,,2489,1,1,241CJ-1-3256,
11:50:00,11:50:00,0,0,,,2489,1,1,241CJ-1-3253,
16:50:00,16:50:00,0,0,,,2489,1,1,241CJ-1-3254,
11:10:00,11:10:00,0,0,,,2489,1,1,241CN-1-3259,
16:15:00,16:15:00,0,0,,,2489,1,1,241CN-1-3260,
06:45:00,06:45:00,0,0,,,2489,1,1,241CN-1-3257,
08:45:00,08:45:00,0,0,,,2489,1,1,241CN-1-3258,
05:30:00,05:30:00,0,0,,,2299,1,1,241D-1-3263,
06:15:00,06:15:00,0,0,,,2299,1,1,241D-1-3264,
18:40:00,18:40:00,0,0,,,2489,1,1,241CN-1-3261,
21:05:00,21:05:00,0,0,,,2489,1,1,241CN-1-3262,
20:15:00,20:15:00,0,0,,,2309,1,1,241B-1-3236,
19:45:00,19:45:00,0,0,,,2309,1,1,241B-1-3235,
18:05:00,18:05:00,0,0,,,2309,1,1,241B-1-3234,
17:35:00,17:35:00,0,0,,,2309,1,1,241B-1-3233,
08:55:00,08:55:00,0,0,,,2489,1,1,241C-1-3240,
07:55:00,07:55:00,0,0,,,2489,1,1,241C-1-3239,
06:55:00,06:55:00,0,0,,,2489,1,1,241C-1-3238,
05:55:00,05:55:00,0,0,,,2489,1,1,241C-1-3237,
18:00:00,18:00:00,0,0,,,2489,1,1,241C-1-3244,
15:35:00,15:35:00,0,0,,,2489,1,1,241C-1-3243,
